instnm,city,stabbr,zip,latitude,longitude,adm_rate,sat_mid_read,sat_mid_math,act_mid_cumulative,act_mid_english,act_mid_math,act_mid_writing,sat_avg,ug_enrol,nprice_pub_cat1,nprice_pub_cat2,nprice_pub_cat3,nprice_pub_cat4,nprice_pub_cat5,nprice_pvt_cat1,nprice_pvt_cat2,nprice_pvt_cat3,nprice_pvt_cat4,nprice_pvt_cat5,avg_cost_attendance,completion_rate,grad_debt_median,grad_debt_med_LY,grad_debt_med_MY,grad_debt_med_HY,female,married,avg_familyincome,median_householdincome,median_earn_aftr6yr,number_gradstudent,zipcode,own_sc_low,parent_sc_low,own_sc_high,parent_sc_high,_merge
Hinds Community College,Raymond,MS,39154,32.256109,-90.416118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8006,3361,3608,6373,7947,8260,NULL,NULL,NULL,NULL,NULL,9805,NULL,9468,5671,5500,5895,0.599746354,0.069245403,24324.30438,46418.66,23615,NULL,39154,0.65767002,0.58227998,0.99155998,0.80368,matched (3)
Hinton Barber and Beauty College,Vallejo,CA,94590,38.109629,-122.245384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,8405,10700,NULL,14084,14084,NULL,NULL,12500,10556,PrivacySuppressed,PrivacySuppressed,0.315068493,0.136986301,25747.64384,NULL,NULL,NULL,94590,,,,,master only (1)
Hiram College,Hiram,OH,44234-0067,41.3107,-81.143981,0.9277,505,490,20,20,20,NULL,1037,891,NULL,NULL,NULL,NULL,NULL,15364,15266,17993,21738,29041,50555,0.4964,25827,12000,19500,19500,0.486166008,0.079051383,55561.52964,63946.73,39312,19,44234,1.54198,1.13754,1.66187,1.18722,matched (3)
Hobart Institute of Welding Technology,Troy,OH,45373-2400,40.053024,-84.219809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,382,NULL,NULL,NULL,NULL,NULL,16358,16964,18230,21266,21190,NULL,NULL,5500,7693,5500,5500,0.027829314,0.055658627,57096.08163,56400.31,51258,NULL,45373,,,,,master only (1)
Hobart William Smith Colleges,Geneva,NY,14456,42.858131,-76.985516,0.6184,630,630,28,28,26,NULL,1279,1812,NULL,NULL,NULL,NULL,NULL,14226,21954,26463,36895,45782,74375,0.7679,27000,18250,25000,23250,0.511968085,PrivacySuppressed,132110.4255,75518.89,51590,9,14456,1.81364,1.55049,1.86481,1.61292,matched (3)
Hobe Sound Bible College,Hobe Sound,FL,33455-1065,27.066304,-80.13184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145,NULL,NULL,NULL,NULL,NULL,9113,11665,11738,14488,NULL,14488,0.5667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.554347826,0.22826087,27864.52174,50360.1,31645,14,33455,,,,,master only (1)
Hocking College,Nelsonville,OH,45764,39.441954,-82.220791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1985,12717,13600,15428,17078,17397,NULL,NULL,NULL,NULL,NULL,17538,NULL,12000,6254,6142,8250,0.41,0.0736,41924.9328,49422.67,29214,NULL,45764,1.1522599,0.84938002,1.3611,0.90757,matched (3)
Hodges University,Fort Myers,FL,33966,26.610865,-81.821419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,593,NULL,NULL,NULL,NULL,NULL,20762,20363,20698,25268,24217,25637,0.2804,25000,15279,15000,14450,0.644075611,0.336560627,19580.9751,59125.16,30009,105,33966,,,,,matched (3)
Hofstra University,Hempstead,NY,11549,40.715959,-73.60078,0.6911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6065,NULL,NULL,NULL,NULL,NULL,30346,29656,33635,36657,35479,62917,0.6473,23500,18500,19000,18503,0.592383107,0.015082956,93708.07994,86369.03,49115,4324,11549,1.84279,1.5727299,1.88052,1.6076601,matched (3)
Hogan Institute of Cosmetology and Esthetics,Lilburn,GA,30047-3717,33.896591,-84.141162,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142,NULL,NULL,NULL,NULL,NULL,26310,NULL,NULL,NULL,NULL,NULL,NULL,10666,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,30047,,,,,master only (1)
Hohokus School of Trade and Technical Sciences,Paterson,NJ,7513,40.909377,-74.152581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,NULL,NULL,NULL,NULL,NULL,13203,13838,15383,NULL,NULL,NULL,NULL,7600,7600,5500,5500,0.049853372,0.08797654,26164.97654,64634.52,35232,NULL,7513,,,,,master only (1)
Holistic Massage Training Institute,Baltimore,MD,21218,39.322479,-76.603096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,17134,NULL,NULL,NULL,NULL,NULL,NULL,8550,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,23361.06667,NULL,NULL,NULL,21218,,,,,master only (1)
Hollins University,Roanoke,VA,24020,37.354201,-79.943277,0.8079,600,555,25,26,22,NULL,1175,686,NULL,NULL,NULL,NULL,NULL,14772,16657,21520,22581,24375,55893,0.6159,27000,23000,22506,26708,PrivacySuppressed,PrivacySuppressed,69075.58292,65801,31352,108,24020,1.64276,1.2453099,1.72803,1.3105299,matched (3)
Hollywood Cultural College,Los Angeles,CA,90010,34.061319,-118.299523,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,11146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90010,,,,,master only (1)
Hollywood Institute,Margate,FL,33063,26.243429,-80.199738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,161,NULL,NULL,NULL,NULL,NULL,18317,17968,NULL,23560,NULL,NULL,NULL,6974,6243,PrivacySuppressed,PrivacySuppressed,0.858823529,0.173529412,15313.93529,46615.22,17234,NULL,33063,,,,,master only (1)
Hollywood Institute of Beauty Careers,Hollywood,FL,33023,26.007139,-80.209125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,291,NULL,NULL,NULL,NULL,NULL,23144,22257,NULL,NULL,NULL,NULL,NULL,6276,6177,6238,5500,0.744423792,0.178438662,15985.13662,NULL,17084,NULL,33023,,,,,master only (1)
Hollywood Institute of Beauty Careers-Casselberry,Casselberry,FL,32707-7103,28.633003,-81.321511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,316,NULL,NULL,NULL,NULL,NULL,26051,26578,28881,NULL,NULL,NULL,NULL,6276,6177,6238,5500,0.744423792,0.178438662,15985.13662,NULL,17084,NULL,32707,,,,,master only (1)
Hollywood Institute of Beauty Careers-West Palm Beach,West Palm Beach,FL,33405-4813,26.649613,-80.057435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,275,NULL,NULL,NULL,NULL,NULL,24812,27104,27030,29427,NULL,NULL,NULL,6276,6177,6238,5500,0.744423792,0.178438662,15985.13662,NULL,17084,NULL,33405,,,,,master only (1)
Holmes Community College,Goodman,MS,39079,32.969985,-89.915803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4514,5411,5742,7601,9110,10238,NULL,NULL,NULL,NULL,NULL,12162,NULL,9316,5615,5500,5500,0.678626346,0.085084572,23564.82471,42093.69,25423,NULL,39079,0.67484999,0.63322997,1.04353,0.84359002,matched (3)
Holy Apostles College and Seminary,Cromwell,CT,06416-2005,41.60682,-72.647853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,7750,PrivacySuppressed,4921,PrivacySuppressed,0.275,0.325,53706.15,PrivacySuppressed,NULL,406,6416,,,,,master only (1)
Holy Cross College,Notre Dame,IN,46556-0308,41.698996,-86.253822,0.7702,610,615,30,30,29,NULL,1283,437,NULL,NULL,NULL,NULL,NULL,15908,16969,21811,24396,32940,44469,0.5519,23250,9250,17183,5500,0.40131579,PrivacySuppressed,82606.96053,72725.39,37618,NULL,46556,1.49924,,1.65608,,matched (3)
Holy Family University,Philadelphia,PA,19114-2009,40.060581,-74.986451,0.777,480,495,20,18,18,NULL,979,2098,NULL,NULL,NULL,NULL,NULL,11657,11694,13925,17388,18956,37020,0.572,25000,18750,20500,20250,0.758715596,0.060550459,63088.25505,61868.46,49475,949,19114,1.6291699,1.15171,1.7226599,1.19085,matched (3)
Holy Name Medical Center-Sister Claire Tynan School of Nursing,Englewood Cliffs,NJ,7632,40.874956,-73.948887,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19999,18310,12875,12000,0.864864865,0.195945946,45348.55405,81607.75,70295,NULL,7632,,,,,master only (1)
Holy Names University,Oakland,CA,94619-1699,37.802276,-122.187804,0.8912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,703,NULL,NULL,NULL,NULL,NULL,16600,22005,21501,24038,33563,57486,0.3864,24000,18750,18250,15125,0.666666667,0.032679739,57645.35948,72379.02,56544,305,94619,1.66131,,1.70776,,matched (3)
Holyoke Community College,Holyoke,MA,1040,42.194781,-72.651252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3647,6787,7081,9176,12550,12965,NULL,NULL,NULL,NULL,NULL,13273,NULL,7978,2113,5398,7168,0.618307906,0.089875173,33339.43329,54818.58,28440,NULL,1040,0.94948,0.90228999,1.4660701,1.1099499,matched (3)
Homestead Schools,Torrance,CA,90505,33.809096,-118.35009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125,NULL,NULL,NULL,NULL,NULL,13948,NULL,15544,NULL,NULL,NULL,0.871,18040,18040,18040,18040,0.776397516,0.329192547,41384.03106,NULL,45379,4,90505,,,,,master only (1)
Hondros College of Nursing,Westerville,OH,43081,40.084407,-82.901039,0.7468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2159,NULL,NULL,NULL,NULL,NULL,25961,26512,27366,31786,31986,31986,NULL,15317,12479,13000,11834,0.923446894,0.252104208,30768.70782,NULL,45633,NULL,43081,,,,,master only (1)
Honolulu Community College,Honolulu,HI,96817-4505,21.321785,-157.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2287,6950,7514,8681,9625,13226,NULL,NULL,NULL,NULL,NULL,13226,NULL,8000,7649,5500,5500,0.42176259,0.135791367,31721.4982,67000.39,35275,NULL,96817,1.30361,,1.3402801,,matched (3)
Hood College,Frederick,MD,21701,39.420631,-77.419049,0.7133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1177,NULL,NULL,NULL,NULL,NULL,16219,18234,24167,26834,31485,56168,0.6076,25000,19000,17878,19594,0.635897436,0.056410256,70738.04615,78949.51,41188,855,21701,1.7666399,1.55437,1.81672,1.55554,matched (3)
Hood Theological Seminary,Salisbury,NC,28144,35.644603,-80.480643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,142,28144,,,,,master only (1)
Hope College,Holland,MI,49423-9000,42.787298,-86.102089,0.7783,605,595,26,26,25,NULL,1219,2963,NULL,NULL,NULL,NULL,NULL,17553,18994,22669,24947,33816,48607,0.7554,26960,23125,24499,24250,0.589515331,PrivacySuppressed,111195.0237,72371.25,44047,NULL,49423,,,,,master only (1)
Hope College of Arts and Sciences,Pompano Beach,FL,33069-3240,26.226156,-80.139671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122,NULL,NULL,NULL,NULL,NULL,15382,15227,NULL,NULL,NULL,NULL,NULL,15469,12750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.36,30236.39,NULL,NULL,NULL,33069,,,,,master only (1)
Hope International University,Fullerton,CA,92831-3199,33.87616,-117.88573,0.3829,510,505,21,20,20,NULL,1029,657,NULL,NULL,NULL,NULL,NULL,16326,17610,19753,22364,28643,46231,0.4881,23750,17032,15000,16365,0.54368932,0.12038835,57247.23689,71774.01,36584,544,92831,,,,,matched (3)
Hopkinsville Community College,Hopkinsville,KY,42240,36.882654,-87.488297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1663,3841,4782,6768,9545,10474,NULL,NULL,NULL,NULL,NULL,11706,NULL,9750,8067,6735,5300,0.656976744,0.451162791,27987.76686,46184.42,28372,NULL,42240,0.9034,0.60523999,1.16078,0.61927003,matched (3)
Horizon University,Indianapolis,IN,46236-2622,39.894654,-85.986809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,52365,2,46236,,,,,master only (1)
Horry-Georgetown Technical College,Conway,SC,29526,33.79614,-79.003611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5441,2954,2824,4915,8201,8531,NULL,NULL,NULL,NULL,NULL,12449,NULL,14859,9500,8199,5500,0.608322497,0.118335501,33247.74304,48221.26,27672,NULL,29526,0.56681001,0.64499998,0.71481001,0.72722,matched (3)
Hoss Lee Academy,Roseville,CA,95661-5233,38.721897,-121.289487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,20080,20097,23023,23436,23436,NULL,NULL,6333,6333,6333,6333,PrivacySuppressed,0.166666667,44364.25,NULL,NULL,NULL,95661,,,,,master only (1)
Hot Springs Beauty College,Hot Springs,AR,71901,34.496057,-93.037277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,NULL,NULL,10711,12121,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.175438597,17240.29825,44560.1,14071,NULL,71901,,,,,master only (1)
Houghton College,Houghton,NY,14744,42.426137,-78.155426,0.7998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,838,NULL,NULL,NULL,NULL,NULL,26519,20548,20998,22845,24896,44952,0.6483,25000,16605,19000,21500,0.578754579,0.047619048,68970.55495,59922.67,33225,32,14744,1.5741301,1.27528,1.68636,1.30511,matched (3)
Housatonic Community College,Bridgeport,CT,06604-4704,41.175228,-73.191003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3470,5827,6064,6176,8303,11816,NULL,NULL,NULL,NULL,NULL,11816,NULL,6534,4750,3500,4494,0.607751938,0.086821705,26041.7407,56902.3,32269,NULL,6604,0.77511001,0.70433003,1.28591,1.06069,matched (3)
House of Heavilin Beauty College-Blue Springs,Blue Springs,MO,64014,38.997932,-94.272412,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,NULL,NULL,NULL,NULL,NULL,24040,NULL,NULL,NULL,NULL,NULL,NULL,7917,7917,7917,4584,0.958064516,0.203225807,30891.42903,67775.29,19940,NULL,64014,,,,,master only (1)
House of Heavilin Beauty College-Kansas City,Kansas City,MO,64110-2826,39.022905,-94.574262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,18355,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,13749.55814,39572.36,16107,NULL,64110,,,,,master only (1)
House of Heavilin Beauty College-Raymore,Raymore,MO,64083-9195,38.812989,-94.467053,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,NULL,NULL,21196,NULL,NULL,NULL,NULL,NULL,NULL,9833,9386,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,27212.53846,52695.05,20370,NULL,64083,,,,,master only (1)
Houston Baptist University,Houston,TX,77074-3298,29.693819,-95.515954,0.7151,550,540,23,22,21,NULL,1101,2727,NULL,NULL,NULL,NULL,NULL,16243,17693,20447,22167,24033,43638,0.4732,23421,10500,12166,15984,0.645901639,0.069672131,54440.36639,72476.33,42643,1230,77074,1.74037,1.4197,1.84346,1.46272,matched (3)
Houston Barber School,Houston,TX,77073-4400,29.966414,-95.415514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171,NULL,NULL,NULL,NULL,NULL,16106,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,77073,,,,,master only (1)
Houston Community College,Houston,TX,77002,29.742114,-95.377319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48060,4036,4871,7177,9360,9689,NULL,NULL,NULL,NULL,NULL,9752,NULL,14250,9500,7245,5500,0.594227295,0.124322549,25618.4121,55501.24,29591,NULL,77002,1.15503,0.74871999,1.38841,0.87252003,matched (3)
Houston Graduate School of Theology,Houston,TX,77035-3602,29.673594,-95.448846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,131,77035,,,,,master only (1)
Houston International College Cardiotech Ultrasound School,Houston,TX,77099,29.675203,-95.592909,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,NULL,NULL,NULL,NULL,NULL,30488,30562,NULL,NULL,NULL,33660,NULL,20000,14750,PrivacySuppressed,PrivacySuppressed,0.793103448,0.396551724,31417.25862,NULL,38235,NULL,77099,,,,,master only (1)
Houston School of Carpentry,Houston,TX,77003,29.741498,-95.344636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,132,NULL,NULL,NULL,NULL,NULL,21558,21401,21401,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,77003,,,,,master only (1)
Houston Training School-Main Campus,Houston,TX,77029,29.77291,-95.24417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,NULL,NULL,NULL,7646,9535,10334,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.964334705,0.38957476,14774.66667,50398.98,16891,NULL,77029,,,,,master only (1)
Houston Training Schools-Gessner,Houston,TX,77063-0000,29.72401,-95.540324,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,NULL,NULL,NULL,NULL,NULL,8298,10017,10960,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.964334705,0.38957476,14774.66667,NULL,16891,NULL,77063,,,,,master only (1)
Howard College,Big Spring,TX,79720,32.252292,-101.450104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1794,6082,5946,8967,10381,NULL,NULL,NULL,NULL,NULL,NULL,12963,NULL,9274,6736,5500,5500,0.657034221,0.179467681,33493.49962,44997.52,28461,NULL,79720,1.10383,0.96434999,1.32909,1.05361,matched (3)
Howard Community College,Columbia,MD,21044-3197,39.213636,-76.877964,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7715,9119,10132,11445,13711,14747,NULL,NULL,NULL,NULL,NULL,15531,NULL,10500,9116,6500,5590,0.62170088,0.117008798,35785.64927,91220.85,36255,NULL,21044,1.7088,1.51098,1.72832,1.60546,matched (3)
Howard Payne University,Brownwood,TX,76801-2794,31.716467,-98.985204,0.4853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,779,NULL,NULL,NULL,NULL,NULL,15616,21970,25166,25755,29533,41336,0.4,25000,9500,10022,11875,0.390670554,0.04664723,61257.17784,55883.95,37439,79,76801,1.66693,1.27921,1.77873,1.34855,matched (3)
Howard University,Washington,DC,20059,38.922392,-77.018966,0.3864,610,585,24,25,23,NULL,1192,7784,NULL,NULL,NULL,NULL,NULL,39395,40938,43093,44529,45955,45971,0.6401,25000,19316,19594,18530,0.717757937,0.009424603,58082.06399,66680.2,43792,3002,20059,1.6218899,1.14347,1.70875,1.17416,matched (3)
Hudson County Community College,Jersey City,NJ,7306,40.7303,-74.062903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6522,5462,5842,7767,11644,12543,NULL,NULL,NULL,NULL,NULL,12543,NULL,9875,6250,6192,5500,0.586008536,0.157543143,22390.98274,52446.96,28129,NULL,7306,1.30867,0.47990999,1.46612,0.54000998,matched (3)
Hudson Valley Community College,Troy,NY,12180,42.696509,-73.683734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6330,5419,7021,10202,12133,13251,NULL,NULL,NULL,NULL,NULL,13688,NULL,10909,5500,5500,5501,0.476316787,0.072754831,45319.60932,59063.32,34459,NULL,12180,1.3461699,1.11088,1.57143,1.19118,matched (3)
Huertas College,Caguas,PR,725,18.236147,-66.025572,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,488,NULL,NULL,NULL,NULL,NULL,5051,5138,4572,NULL,NULL,11081,0.5188,6875,7769,PrivacySuppressed,PrivacySuppressed,0.572064057,0.081850534,10655.67794,20558.01,18559,NULL,725,,,,,master only (1)
Hult International Business School,Cambridge,MA,2141,42.369968,-71.070645,0.4515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,624,NULL,NULL,NULL,NULL,NULL,38756,34280,36630,45930,39604,62875,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,55918.64,NULL,NULL,1190,2141,,,,,matched (3)
Humacao Community College,Humacao,PR,791,18.148274,-65.826857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,301,NULL,NULL,NULL,NULL,NULL,3763,3052,NULL,NULL,NULL,9911,0.5921,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.684647303,0.091286307,6392.33195,19045.43,16666,NULL,791,,,,,master only (1)
Humphreys College-Modesto,Salida,CA,95368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33167,26242,26229,19500,0.775316456,0.221518987,26585.99051,54713.65,31020,NULL,95368,,,,,master only (1)
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,95207-3896,38.011489,-121.316918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226,NULL,NULL,NULL,NULL,NULL,10111,NULL,10325,NULL,21249,21249,0.5667,33167,26242,26229,19500,0.775316456,0.221518987,26585.99051,54713.65,31020,174,95207,,,,,master only (1)
Hunter Business School,Levittown,NY,11756-1375,40.728029,-73.501125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1099,NULL,NULL,NULL,NULL,NULL,21458,23554,25786,28506,29317,NULL,NULL,7785,7785,5918,5500,0.810658307,0.164263323,28474.36928,86733.38,31065,NULL,11756,,,,,master only (1)
Huntingdon College,Montgomery,AL,36106-2148,32.351034,-86.284366,0.5439,547,534,22,22,21,NULL,1101,917,NULL,NULL,NULL,NULL,NULL,17960,20801,22163,22882,24097,37483,0.4185,27000,20000,17303,15000,0.470414201,0.082840237,53792.63314,54037.99,37025,NULL,36106,1.4523799,1.30642,1.59843,1.35473,matched (3)
Huntingdon County Career and Technology Center,Mill Creek,PA,17060,40.434249,-77.927438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,7714,9977,10825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11411,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,35151.33333,47211.19,32367,NULL,17060,,,,,master only (1)
Huntington Junior College,Huntington,WV,25701,38.419732,-82.443234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212,NULL,NULL,NULL,NULL,NULL,10048,NULL,8869,NULL,NULL,14944,NULL,21530,15248,PrivacySuppressed,PrivacySuppressed,0.66015625,0.236328125,11166.61328,39285.47,16597,NULL,25701,,,,,matched (3)
Huntington School of Beauty Culture,Huntington,WV,25705-2030,38.410212,-82.325688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,NULL,NULL,NULL,NULL,NULL,5113,8493,7768,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,41212.69,17335,NULL,25705,,,,,master only (1)
Huntington University,Huntington,IN,46750,40.898152,-85.497317,0.7767,545,540,22,21,21,NULL,1090,1042,NULL,NULL,NULL,NULL,NULL,18756,19251,18987,24591,23473,38461,0.646,26000,19500,19000,19500,0.662707839,0.078384798,64431.23753,63046.08,35798,241,46750,1.64148,1.27042,1.73571,1.29333,matched (3)
Huntington University of Health Sciences,Knoxville,TN,37918-8230,36.027559,-83.99327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,NULL,NULL,NULL,20896,19347,27091,NULL,27091,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.791666667,0.416666667,47146.66667,NULL,NULL,28,37918,,,,,master only (1)
Huntsville Bible College,Huntsville,AL,35811-1632,34.750363,-86.594888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43625,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.605633803,0.197183099,14876.01409,NULL,NULL,30,35811,,,,,master only (1)
Hussian College-Daymar College Bowling Green,Bowling Green,KY,42101,36.968327,-86.473717,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,NULL,NULL,NULL,NULL,NULL,23169,21520,22397,NULL,26295,29495,0.6,16666,9500,9500,9355,0.797511312,0.277149321,17627.98718,51383.24,22088,NULL,42101,,,,,master only (1)
Hussian College-Daymar College Clarksville,Clarksville,TN,37040,36.582865,-87.312856,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,655,NULL,NULL,NULL,NULL,NULL,23167,22887,23760,26937,26875,29884,0.6471,16666,9500,9500,9355,0.797511312,0.277149321,17627.98718,51383.24,22088,NULL,37040,,,,,master only (1)
Hussian College-Daymar College Columbus,Columbus,OH,43232,39.91594,-82.916201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116,NULL,NULL,NULL,NULL,NULL,22858,24008,24296,NULL,NULL,29771,NULL,16666,9500,9500,9355,0.795,0.14,16060.605,46014.65,22088,NULL,43232,,,,,master only (1)
Hussian College-Daymar College Murfreesboro,Murfreesboro,TN,37128,35.815421,-86.40237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,NULL,NULL,NULL,NULL,NULL,21532,27690,25634,20580,24476,29476,0.5455,16666,9500,9500,9355,0.797511312,0.277149321,17627.98718,51383.24,22088,NULL,37128,,,,,master only (1)
